CUSTOMER_ID,GEOGRAPHY,ACTIVE_FLAG,CREATED_DATE
CUST00274,APAC,Y,2019-04-06
CUST00275,North America,Y,2024-02-05
CUST00276,North America,Y,2020-04-23
CUST00277,APAC,Y,2019-07-28
CUST00278,EU,Y,2018-04-29
CUST00279,APAC,Y,2019-10-08
CUST00280,South America,Y,2022-01-18
CUST00281,North America,Y,2023-09-05
CUST00282,Oceania,N,2022-02-22
CUST00283,Oceania,Y,2023-07-25
CUST00284,MEA,Y,2020-10-28
CUST00285,APAC,Y,2020-08-26
CUST00286,APAC,Y,2023-07-04
CUST00287,MEA,Y,2022-03-20
CUST00288,MEA,Y,2024-01-06
CUST00289,MEA,Y,2022-02-20
CUST00290,North America,Y,2020-11-14
CUST00291,South America,Y,2019-10-17
CUST00292,APAC,Y,2023-05-09
CUST00293,North America,Y,2019-07-09
CUST00294,MEA,Y,2019-03-01
CUST00295,APAC,Y,2018-10-20
CUST00296,North America,Y,2021-04-23
CUST00297,South America,Y,2019-03-07
CUST00298,North America,Y,2018-11-13
CUST00299,South America,N,2019-02-02
CUST00300,MEA,Y,2021-09-09
CUST00301,South America,Y,2022-05-08
CUST00302,APAC,Y,2019-08-19
CUST00303,MEA,Y,2023-10-25
CUST00304,APAC,Y,2023-04-28
CUST00305,Oceania,Y,2020-07-04
CUST00306,EU,Y,2021-06-09
CUST00307,South America,Y,2020-09-02
CUST00308,EU,Y,2020-12-11
CUST00309,EU,Y,2021-05-29
CUST00310,South America,Y,2021-12-22
CUST00311,MEA,Y,2021-03-12
CUST00312,Oceania,Y,2023-07-22
CUST00313,APAC,Y,2018-12-29
CUST00314,North America,Y,2024-08-26
CUST00315,APAC,Y,2024-05-07
CUST00316,North America,Y,2024-06-03
CUST00317,APAC,N,2018-08-22
CUST00318,South America,N,2022-09-28
CUST00319,Oceania,Y,2018-01-27
CUST00320,North America,Y,2022-02-03
CUST00321,MEA,Y,2018-04-03
CUST00322,APAC,Y,2018-11-05
CUST00323,APAC,Y,2018-02-21
CUST00324,North America,Y,2018-11-15
CUST00325,MEA,Y,2023-06-16
CUST00326,MEA,Y,2018-06-30
CUST00327,South America,Y,2022-05-12
CUST00328,South America,Y,2019-10-09
CUST00329,South America,Y,2023-05-16
CUST00330,South America,Y,2021-07-07
CUST00331,South America,Y,2024-02-23
CUST00332,South America,Y,2024-04-21
CUST00333,Oceania,Y,2023-07-18
CUST00334,MEA,Y,2018-12-02
CUST00335,South America,Y,2022-04-26
CUST00336,MEA,Y,2022-03-06
CUST00337,MEA,Y,2020-09-16
CUST00338,EU,Y,2021-07-02
CUST00339,Oceania,Y,2019-05-29
CUST00340,South America,Y,2023-07-23
CUST00341,APAC,Y,2018-08-30
CUST00342,North America,Y,2024-01-06
CUST00343,APAC,Y,2022-09-30
CUST00344,Oceania,Y,2024-03-09
CUST00345,North America,N,2019-10-30
CUST00346,Oceania,Y,2019-08-17
CUST00347,MEA,Y,2023-12-19
CUST00348,North America,Y,2018-09-13
CUST00349,MEA,Y,2022-02-11
CUST00350,APAC,N,2019-07-15
CUST00351,APAC,Y,2023-10-12
CUST00352,North America,Y,2021-08-27
CUST00353,North America,Y,2019-02-11
CUST00354,South America,Y,2023-02-04
CUST00355,Oceania,Y,2023-08-25
CUST00356,South America,Y,2022-09-07
CUST00357,Oceania,Y,2018-09-16
CUST00358,South America,N,2019-12-24
CUST00359,MEA,Y,2021-07-06
CUST00360,North America,Y,2019-09-06
CUST00361,APAC,Y,2022-08-22
CUST00362,Oceania,Y,2023-06-02
CUST00363,Oceania,Y,2020-03-23
CUST00364,APAC,Y,2022-11-22
CUST00365,South America,Y,2018-11-27
CUST00366,Oceania,Y,2024-01-22
CUST00367,MEA,Y,2021-05-01
CUST00368,North America,N,2022-03-25
CUST00369,APAC,Y,2021-10-29
CUST00370,North America,Y,2019-01-22
CUST00371,Oceania,Y,2022-02-27
CUST00372,Oceania,Y,2022-12-23
CUST00373,APAC,Y,2022-12-23
CUST00374,MEA,Y,2022-12-20
CUST00375,EU,Y,2024-07-03
CUST00376,APAC,Y,2022-02-24
CUST00377,EU,Y,2021-05-25
CUST00378,South America,Y,2018-11-16
CUST00379,EU,Y,2019-02-03
CUST00380,MEA,Y,2023-03-30
CUST00381,South America,Y,2018-04-15
CUST00382,EU,Y,2019-11-27
CUST00383,South America,Y,2018-11-26
CUST00384,EU,Y,2019-10-22
CUST00385,MEA,Y,2020-03-31
CUST00386,EU,Y,2023-05-27
CUST00387,EU,Y,2022-11-29
CUST00388,EU,Y,2024-06-19
CUST00389,APAC,Y,2019-04-07
CUST00390,APAC,Y,2022-05-27
CUST00391,APAC,Y,2022-08-03
CUST00392,MEA,Y,2024-09-23
CUST00393,South America,Y,2023-09-06
CUST00394,Oceania,Y,2018-09-28
CUST00395,EU,N,2019-01-20
CUST00396,EU,Y,2018-03-01
CUST00397,MEA,Y,2021-02-04
CUST00398,EU,Y,2018-08-08
CUST00399,APAC,Y,2022-01-04
CUST00400,Oceania,Y,2023-03-22
CUST00401,North America,Y,2022-05-15
CUST00402,EU,Y,2018-04-06
CUST00403,APAC,Y,2020-09-15
CUST00404,North America,Y,2021-01-17
CUST00405,Oceania,N,2023-04-30
CUST00406,North America,Y,2024-03-28
CUST00407,APAC,N,2020-08-25
CUST00408,South America,Y,2024-05-11
CUST00409,South America,Y,2018-09-03
CUST00410,North America,Y,2023-11-29
CUST00411,MEA,Y,2018-08-22
CUST00412,North America,Y,2024-09-30
CUST00413,EU,N,2021-02-25
CUST00414,EU,Y,2021-06-14
CUST00415,South America,Y,2020-03-13
CUST00416,MEA,Y,2021-11-18
CUST00417,APAC,Y,2019-10-17
CUST00418,EU,N,2024-09-08
CUST00419,South America,Y,2018-04-21
CUST00420,Oceania,Y,2018-03-31
CUST00421,South America,Y,2020-02-02
CUST00422,EU,Y,2021-07-27
CUST00423,EU,N,2021-09-18
CUST00424,South America,Y,2023-12-20
CUST00425,APAC,Y,2020-11-02
CUST00426,North America,Y,2022-01-04
CUST00427,EU,Y,2018-04-08
CUST00428,South America,Y,2021-02-17
CUST00429,South America,Y,2018-10-20
CUST00430,MEA,Y,2023-01-14
CUST00431,North America,N,2022-10-01
CUST00432,Oceania,Y,2020-10-21
CUST00433,APAC,Y,2024-04-16
CUST00434,Oceania,N,2019-10-14
CUST00435,North America,Y,2024-01-06
CUST00436,North America,Y,2023-09-23
CUST00437,North America,Y,2023-03-22
CUST00438,Oceania,Y,2022-09-18
CUST00439,North America,Y,2020-12-03
CUST00440,South America,N,2024-01-19
CUST00441,Oceania,Y,2022-12-22
CUST00442,North America,Y,2018-09-10
CUST00443,South America,Y,2018-05-12
CUST00444,MEA,Y,2023-03-23
CUST00445,North America,Y,2023-03-26
CUST00446,Oceania,Y,2022-08-07
CUST00447,EU,Y,2021-02-06
CUST00448,North America,Y,2020-11-24
CUST00449,EU,N,2023-04-10
CUST00450,South America,Y,2024-05-11
CUST00451,MEA,Y,2018-07-06
CUST00452,APAC,Y,2020-08-06
CUST00453,MEA,Y,2024-04-09
CUST00454,North America,Y,2018-09-21
CUST00455,EU,Y,2023-06-21
CUST00456,EU,Y,2019-06-06
CUST00457,Oceania,Y,2022-04-14
CUST00458,EU,Y,2020-02-22
CUST00459,Oceania,Y,2019-06-19
CUST00460,South America,N,2018-07-29
CUST00461,APAC,Y,2023-09-25
CUST00462,North America,Y,2022-04-13
CUST00463,Oceania,Y,2018-01-26
CUST00464,APAC,Y,2018-06-24
CUST00465,EU,Y,2022-03-20
CUST00466,EU,Y,2021-08-27
CUST00467,APAC,Y,2018-11-18
CUST00468,EU,Y,2022-05-22
CUST00469,South America,Y,2021-03-04
CUST00470,South America,Y,2018-02-24
CUST00471,APAC,Y,2022-04-16
CUST00472,Oceania,Y,2022-05-29
CUST00473,Oceania,Y,2023-02-16
CUST00474,APAC,Y,2024-01-04
CUST00475,Oceania,Y,2022-02-17
CUST00476,Oceania,Y,2023-08-30
CUST00477,South America,Y,2018-11-29
CUST00478,Oceania,Y,2022-04-28
CUST00479,MEA,Y,2020-06-25
CUST00480,North America,N,2020-06-29
CUST00481,EU,Y,2019-02-05
CUST00482,MEA,Y,2020-08-07
CUST00483,Oceania,Y,2021-08-22
CUST00484,South America,N,2023-09-07
CUST00485,APAC,Y,2023-03-26
CUST00486,Oceania,Y,2018-04-11
CUST00487,South America,Y,2019-07-05
CUST00488,North America,Y,2024-07-28
CUST00489,Oceania,Y,2022-09-02
CUST00490,APAC,Y,2024-06-01
CUST00491,South America,Y,2018-12-19
CUST00492,South America,Y,2020-10-15
CUST00493,South America,Y,2021-03-25
CUST00494,North America,Y,2021-01-02
CUST00495,Oceania,Y,2020-09-06
CUST00496,North America,Y,2021-09-17
CUST00497,EU,Y,2020-01-09
CUST00498,EU,N,2020-09-03
CUST00499,Oceania,Y,2021-10-03
CUST00500,North America,Y,2024-03-30
CUST00501,APAC,Y,2022-12-07
CUST00502,South America,Y,2023-11-20
CUST00503,South America,Y,2020-08-10
CUST00504,Oceania,Y,2019-04-26
CUST00505,EU,Y,2021-05-22
CUST00506,EU,Y,2018-04-18
CUST00507,South America,Y,2020-08-30
CUST00508,Oceania,Y,2022-06-15
CUST00509,North America,Y,2019-12-05
CUST00510,EU,N,2024-07-10
CUST00511,North America,Y,2023-11-04
CUST00512,EU,N,2020-05-24
CUST00513,EU,Y,2021-12-18
CUST00514,MEA,N,2024-08-08
CUST00515,EU,Y,2023-10-09
CUST00516,APAC,Y,2021-06-27
CUST00517,Oceania,Y,2019-07-14
CUST00518,Oceania,Y,2018-04-27
CUST00519,North America,Y,2020-05-23
CUST00520,EU,Y,2020-08-25
CUST00521,APAC,Y,2022-04-18
CUST00522,North America,Y,2018-02-13
CUST00523,MEA,Y,2019-05-24
CUST00524,North America,Y,2023-07-05
CUST00525,North America,Y,2021-04-03
CUST00526,EU,Y,2021-08-08
CUST00527,MEA,Y,2020-04-28
CUST00528,North America,Y,2023-02-23
CUST00529,APAC,Y,2020-07-05
CUST00530,APAC,Y,2020-03-09
CUST00531,Oceania,Y,2020-05-25
CUST00532,MEA,Y,2022-10-27
CUST00533,MEA,Y,2024-05-22
CUST00534,Oceania,Y,2020-03-29
CUST00535,North America,Y,2023-12-09
CUST00536,MEA,Y,2020-08-02
CUST00537,APAC,Y,2020-06-25
CUST00538,APAC,Y,2018-01-13
CUST00539,EU,Y,2019-08-26
CUST00540,MEA,Y,2018-07-19
CUST00541,North America,Y,2022-11-27
CUST00542,Oceania,Y,2019-03-24
CUST00543,Oceania,Y,2022-12-17
CUST00544,North America,Y,2020-04-20
CUST00545,South America,N,2019-08-13
CUST00546,EU,Y,2021-02-27
CUST00547,Oceania,N,2023-09-22
CUST00548,MEA,Y,2019-06-04
CUST00549,EU,Y,2020-11-02
CUST00550,MEA,Y,2019-12-26
CUST00551,APAC,Y,2020-09-14
CUST00552,EU,Y,2020-03-13
CUST00553,Oceania,Y,2024-06-07
CUST00554,EU,Y,2019-06-11
CUST00555,EU,N,2022-07-24
CUST00556,EU,Y,2021-02-12
CUST00557,South America,Y,2019-04-05
CUST00558,EU,Y,2020-07-20
CUST00559,MEA,Y,2023-06-10
CUST00560,APAC,Y,2018-11-21
CUST00561,North America,Y,2019-08-02
CUST00562,EU,N,2022-03-18
CUST00563,Oceania,Y,2023-06-24
CUST00564,EU,Y,2024-07-09
CUST00565,Oceania,Y,2024-05-20
CUST00566,MEA,Y,2019-04-20
CUST00567,Oceania,Y,2020-12-13
CUST00568,North America,Y,2022-01-21
CUST00569,APAC,Y,2022-05-22
CUST00570,Oceania,Y,2021-12-14
CUST00571,Oceania,Y,2019-09-24
CUST00572,APAC,Y,2019-12-04
CUST00573,North America,Y,2024-09-22
CUST00574,EU,Y,2020-09-08
CUST00575,Oceania,Y,2021-08-20
CUST00576,APAC,Y,2023-05-13
CUST00577,MEA,Y,2019-07-13
CUST00578,APAC,Y,2018-08-10
CUST00579,MEA,Y,2022-04-06
CUST00580,North America,Y,2024-01-15
CUST00581,EU,Y,2018-12-14
CUST00582,APAC,Y,2021-03-28
CUST00583,South America,Y,2020-06-07
CUST00584,Oceania,Y,2020-07-10
CUST00585,North America,Y,2021-06-12
CUST00586,APAC,Y,2019-02-09
CUST00587,Oceania,Y,2021-07-04
CUST00588,APAC,Y,2019-11-08
CUST00589,MEA,Y,2019-08-12
CUST00590,APAC,Y,2022-06-09
CUST00591,South America,N,2022-05-14
CUST00592,APAC,Y,2019-07-20
CUST00593,APAC,Y,2019-12-05
CUST00594,South America,N,2020-05-07
CUST00595,North America,N,2021-07-08
CUST00596,APAC,Y,2019-08-08
CUST00597,South America,Y,2018-08-20
CUST00598,Oceania,Y,2024-05-06
CUST00599,MEA,Y,2021-05-30
CUST00600,MEA,Y,2018-02-21
CUST00601,APAC,Y,2023-12-04
CUST00602,North America,Y,2019-06-22
CUST00603,North America,Y,2019-06-25
CUST00604,Oceania,Y,2020-11-08
CUST00605,APAC,Y,2020-03-25
CUST00606,MEA,Y,2021-11-16
CUST00607,North America,Y,2022-07-11
CUST00608,APAC,Y,2019-02-23
CUST00609,North America,Y,2024-06-14
CUST00610,South America,Y,2020-05-13
CUST00611,North America,N,2018-07-05
CUST00612,MEA,Y,2018-09-18
CUST00613,EU,Y,2022-04-01
CUST00614,Oceania,Y,2021-07-20
CUST00615,Oceania,Y,2024-01-17
CUST00616,MEA,Y,2020-02-01
CUST00617,North America,Y,2018-08-12
CUST00618,APAC,Y,2021-07-03
CUST00619,North America,Y,2018-06-29
CUST00620,MEA,Y,2023-08-30
CUST00621,Oceania,Y,2022-07-06
CUST00622,North America,N,2019-09-24
CUST00623,Oceania,N,2022-03-17
CUST00624,APAC,Y,2023-10-07
CUST00625,Oceania,Y,2023-05-18
CUST00626,Oceania,Y,2019-09-07
CUST00627,EU,Y,2019-07-16
CUST00628,EU,Y,2024-08-18
CUST00629,South America,N,2019-09-14
CUST00630,EU,Y,2023-11-06
CUST00631,Oceania,Y,2020-10-10
CUST00632,MEA,Y,2023-08-24
CUST00633,Oceania,N,2023-12-21
CUST00634,MEA,Y,2023-05-15
CUST00635,MEA,Y,2020-11-23
CUST00636,EU,Y,2019-08-15
CUST00637,North America,Y,2019-08-06
CUST00638,APAC,Y,2022-06-02
CUST00639,EU,N,2021-01-06
CUST00640,EU,Y,2018-10-16
CUST00641,North America,Y,2022-04-18
CUST00642,APAC,Y,2021-12-14
CUST00643,Oceania,Y,2018-01-07
CUST00644,South America,Y,2021-03-29
CUST00645,South America,Y,2018-08-28
CUST00646,Oceania,Y,2023-06-10
CUST00647,EU,Y,2021-12-17
CUST00648,APAC,Y,2022-10-16
CUST00649,EU,Y,2023-10-19
CUST00650,MEA,Y,2023-03-19
CUST00651,EU,Y,2024-03-13
CUST00652,EU,Y,2020-12-13
CUST00653,Oceania,Y,2024-07-05
CUST00654,Oceania,Y,2020-04-27
CUST00655,Oceania,Y,2021-08-04
CUST00656,South America,Y,2023-09-24
CUST00657,MEA,Y,2024-02-24
CUST00658,Oceania,Y,2021-05-24
CUST00659,APAC,Y,2022-02-13
CUST00660,South America,Y,2021-08-25
CUST00661,North America,N,2024-07-07
CUST00662,APAC,Y,2019-11-27
CUST00663,APAC,Y,2018-01-27
CUST00664,Oceania,Y,2024-06-23
CUST00665,North America,N,2024-08-09
CUST00666,North America,Y,2020-08-17
CUST00667,South America,Y,2022-03-07
CUST00668,North America,Y,2023-02-12
CUST00669,MEA,Y,2019-01-08
CUST00670,Oceania,Y,2023-05-04
CUST00671,North America,Y,2018-09-02
CUST00672,South America,Y,2023-01-15
CUST00673,MEA,Y,2022-08-04
CUST00674,EU,Y,2018-05-05
CUST00675,EU,Y,2019-06-21
CUST00676,MEA,Y,2023-04-04
CUST00677,South America,Y,2022-06-24
CUST00678,MEA,Y,2021-11-26
CUST00679,Oceania,N,2022-03-21
CUST00680,Oceania,Y,2019-06-15
CUST00681,EU,Y,2018-09-11
CUST00682,North America,Y,2023-12-09
CUST00683,South America,Y,2019-10-23
CUST00684,EU,N,2022-12-07
CUST00685,North America,Y,2020-11-26
CUST00686,North America,Y,2021-09-27
CUST00687,Oceania,Y,2020-11-02
CUST00688,APAC,Y,2021-04-21
CUST00689,APAC,Y,2023-11-06
CUST00690,MEA,Y,2023-09-25
CUST00691,Oceania,Y,2021-02-16
CUST00692,North America,Y,2022-04-04
CUST00693,South America,Y,2022-10-22
CUST00694,APAC,N,2023-05-20
CUST00695,North America,Y,2020-01-15
CUST00696,APAC,Y,2022-06-18
CUST00697,APAC,Y,2020-08-24
CUST00698,APAC,Y,2020-02-02
CUST00699,South America,Y,2020-03-04
CUST00700,Oceania,Y,2020-01-14
CUST00701,South America,Y,2020-12-05
CUST00702,EU,Y,2022-03-12
CUST00703,North America,Y,2019-07-12
CUST00704,Oceania,Y,2023-06-18
CUST00705,Oceania,Y,2019-06-10
CUST00706,Oceania,Y,2020-04-19
CUST00707,Oceania,Y,2018-01-03
CUST00708,South America,Y,2020-11-17
CUST00709,Oceania,Y,2021-11-05
CUST00710,MEA,Y,2018-06-06
